1016	1357
1018	1057
1019	517
1020	1381
1023	765
1027	1684
1031	768
1036	192
1037	2087
1041	1062
1043	12
1045	1415
1047	982
1049	923
1051	181
1053	580
1054	349
1055	861
1056	1666
1057	322
1059	1817
1060	316
1062	1840
1064	1828
1065	1457
1067	1504
1068	1132
1073	384
1082	635
1083	873
1084	501
1088	244
1089	2138
1090	1286
1091	820
1093	1289
1095	1624
1098	1741
1099	28
1100	952
1101	586
1102	492
1104	1613
1105	1749
1106	1548
1108	1212
1109	1908
1110	634
1113	970
1116	2019
1118	473
1119	1777
1122	559
1124	1268
1126	367
1127	628
1128	1524
1129	1748
1131	1274
1133	1775
1136	387
1137	1803
1138	118
1141	2089
1142	1699
1145	593
1146	963
1147	269
1148	227
1152	1393
1153	2094
1154	1793
1155	1720
1156	1331
1159	253
1160	1697
1161	1872
1162	1435
1164	1918
1165	803
1166	2132
1168	1087
1170	197
1171	1011
1173	293
1174	560
1176	1611
1178	662
1179	941
1181	390
1182	106
1183	1218
1188	64
1192	764
1193	455
1194	1791
1198	1164
1200	1475
1208	2080
1210	1949
1211	588
1212	992
1213	146
1214	508
1216	1833
1223	1810
1224	75
1226	2006
1228	646
1229	1789
1231	1702
1234	620
1244	1889
1245	819
1246	2008
1247	35
1249	821
1250	2058
1252	350
1253	1010
1256	686
1260	1669
1261	1560
1263	292
1264	1236
1265	1025
1266	688
1270	394
1274	1394
1275	1835
1279	1487
1280	1924
1281	1194
1282	2047
1283	2092
1286	1019
1287	1553
1288	1528
1289	921
1291	1705
1293	1984
1294	1427
1295	1269
1298	1115
1300	1258
1301	1076
1303	1753
1305	1552
1307	1665
1309	1386
1310	1343
1313	826
1315	1378
1316	1750
1317	335
1320	260
1322	1986
1323	2143
1325	1543
1326	980
1327	1694
1329	545
1330	1647
1331	1626
1333	1966
1334	1510
1335	476
1336	1776
1342	793
1344	2086
1345	1220
1349	186
1350	536
1351	145
1353	356
1359	2010
1361	1489
1363	180
1364	592
1366	206
1367	1314
1368	1058
1371	16
1374	1150
1375	1747
1377	1565
1378	1162
1379	1827
1387	507
1390	2145
1392	544
1394	1529
1397	1128
1401	376
1403	345
1406	1167
1408	1060
1409	840
1410	1287
1411	1698
1413	1853
1414	1042
1415	1767
1416	1638
1417	535
1420	540
1421	822
1422	1259
1424	440
1425	486
1426	433
1427	1232
1429	189
1432	1018
1433	516
1438	666
1440	710
1442	1246
1444	740
1445	964
1446	541
1448	213
1449	1426
1450	841
1452	2099
1453	893
1458	660
1459	340
1460	285
1461	899
1462	1644
1463	1893
1466	1261
1468	1903
1470	1227
1472	1525
1476	2028
1478	829
1479	336
1480	1193
1481	366
1483	0
1484	1262
1488	596
1489	1008
1490	1591
1491	1583
1492	573
1495	1744
1497	959
1498	1090
1500	1950
1503	1248
1504	311
1505	1857
1506	2053
1507	585
1508	1557
1509	9
1512	1051
1513	110
1515	962
1516	903
1519	817
1521	1878
1523	2029
1528	1503
1529	1681
1530	463
1532	700
1533	23
1534	1310
1535	438
1536	55
1537	321
1538	1326
1541	1396
1542	979
1543	1680
1545	14
1548	1283
1549	658
1552	1708
1553	144
1555	812
1556	1778
1559	33
1561	156
1564	172
1565	615
1566	115
1570	751
1571	165
1574	808
1579	784
1583	1430
1585	1241
1587	792
1589	1300
1591	436
1592	550
1594	1335
1595	32
1598	2021
1599	1625
1600	466
1603	843
1606	1618
1608	1168
1609	709
1610	943
1612	657
1615	81
1617	1965
1618	534
1619	405
1620	1270
1621	1499
1625	1336
1627	1320
1634	1612
1637	1032
1639	1825
1640	450
1641	1413
1642	1905
1644	1687
1646	323
1647	1933
1648	565
1650	895
1652	920
1656	2116
1657	605
1659	1736
1662	1318
1663	1854
1664	831
1666	1866
1667	527
1669	2016
1670	120
1674	1921
1675	2078
1676	880
1678	407
1679	1759
1680	547
1681	1862
1682	1195
1684	1445
1685	2139
1687	749
1690	74
1691	362
1693	2004
1694	1873
1696	435
1704	692
1708	859
1710	63
1711	47
1713	928
1714	1852
1718	1541
1719	1938
1721	1498
1722	2110
1723	1439
1725	51
1727	839
1728	944
1729	613
1731	1964
1732	976
1734	2020
1735	1400
1736	1975
1737	313
1738	117
1739	1333
1741	953
1750	2049
1751	1517
1754	341
1756	1143
1759	1022
1762	182
1763	1739
1764	1707
1766	726
1767	1570
1770	1651
1771	1521
1772	617
1777	1598
1782	2109
1783	1948
1785	1230
1789	644
1792	1668
1796	879
1797	1363
1798	1564
1799	1140
1800	1581
1801	930
1802	1364
1803	1432
1804	1587
1805	88
1807	413
1809	1165
1810	2025
1811	70
1812	1417
1815	154
1818	1189
1820	1915
1824	2148
1827	263
1828	1133
1830	1146
1831	1131
1833	1456
1834	423
1835	419
1836	902
1837	1297
1838	386
1843	833
1848	525
1849	1886
1850	766
1852	1122
1854	1471
1858	1156
1860	672
1867	1284
1871	1523
1872	1806
1873	2069
1878	1206
1879	690
1882	3
1883	1196
1884	315
1885	1073
1888	1205
1889	637
1890	630
1891	128
1893	933
1895	1545
1897	170
1898	1410
1899	1620
1900	925
1904	272
1905	846
1908	1001
1909	1229
1910	2001
1912	1240
1914	326
1916	143
1917	1713
1918	300
1923	805
1924	334
1925	1173
1929	1276
1930	1052
1934	1407
1939	46
1942	1614
1945	1509
1947	1045
1948	1119
1949	569
1953	380
1955	1536
1957	2136
1959	1772
1960	1451
1961	636
1962	756
1963	212
1966	1719
1968	1829
1969	1870
1975	717
1976	526
1977	1265
1980	1904
1981	409
1982	417
1985	2050
1986	166
1990	477
1992	1016
1994	1064
1996	744
1997	1735
1998	1999
1999	353
2000	1968
2002	1245
2008	1327
2013	1594
2014	142
2015	71
2016	1243
2017	1228
2019	1125
2024	664
2026	1515
2028	1506
2031	885
2033	1237
2034	1743
2035	574
2036	1375
2037	469
2038	715
2039	2051
2040	779
2041	2000
2042	1497
2043	1616
2044	241
2045	126
2047	248
2051	2052
2053	421
2054	1379
2058	1437
2059	1865
2060	1847
2062	852
2068	2027
2071	242
2072	1991
2080	1098
2081	1895
2084	317
2086	1420
2087	1580
2089	612
2090	732
2093	6
2097	1448
2099	673
2101	684
2102	1882
2104	1532
2106	164
2112	496
2113	1468
2121	179
2122	789
2123	1931
2124	135
2125	875
2128	1994
2129	533
2130	775
2136	136
2137	1024
2140	739
2141	1861
2143	579
2145	1034
2146	1718
2150	27
2152	3135
2153	2583
2154	2915
2155	2507
2156	2253
2157	3027
2158	3021
2159	2768
2160	2529
2161	3089
2162	2525
2163	3035
2164	3227
2165	2294
2166	2990
2167	2949
2168	2264
2169	2177
2170	2725
2171	2744
2172	2326
2173	2623
2174	3064
2175	2260
2176	2402
2178	2764
2179	2664
2180	2376
2181	3016
2182	3110
2183	2762
2184	2457
2185	2542
2186	2878
2187	3193
2188	2280
2189	2691
2190	2232
2191	3069
2192	3121
2193	3075
2194	2746
2195	3053
2196	3163
2197	2735
2198	2639
2199	2755
2200	2643
2201	3203
2202	2390
2203	2720
2204	2526
2205	2859
2206	2201
2207	3176
2208	2862
2212	2377
2213	2322
2214	2921
2215	2787
2216	2521
2217	2374
2218	2826
2219	2184
2220	2719
2221	2393
2222	2809
2223	2427
2224	2436
2225	2626
2226	2848
2227	3102
2228	2709
2229	2863
2230	2531
2231	2868
2232	2293
2233	2791
2234	2580
2235	3141
2237	2792
2238	3211
2239	3126
2240	2486
2241	2415
2242	2985
2243	2957
2244	2497
2245	2469
2246	2481
2247	2519
2248	2451
2249	2371
2250	2276
2251	2994
2252	2730
2253	2991
2254	2398
2255	2381
2256	2448
2257	2969
2258	2406
2259	2426
2260	2162
2261	2164
2262	3063
2263	2891
2264	2838
2265	2980
2266	3151
2267	2541
2268	2899
2269	3185
2270	2159
2271	3014
2272	2634
2273	2416
2274	3043
2275	2751
2276	2238
2277	3072
2278	2700
2279	2502
2280	2650
2282	3056
2283	2168
2284	2397
2285	2992
2286	2346
2287	2641
2288	2804
2289	3106
2290	3055
2291	2600
2292	2480
2293	2772
2294	3033
2295	2657
2296	2977
2297	2675
2298	2983
2299	3052
2300	2800
2301	2495
2302	2242
2303	2633
2304	3161
2305	2212
2306	2728
2307	2300
2308	2645
2309	2839
2310	2917
2312	2202
2313	2476
2314	2352
2315	2190
2316	2918
2317	2549
2318	2936
2319	2704
2320	3024
2321	2911
2322	3226
2323	2790
2324	2926
2325	2713
2326	2636
2327	3120
2328	2386
2329	2250
2330	2610
2331	3040
2332	2316
2333	2251
2334	2413
2335	2537
2336	3165
2337	2560
2338	2379
2339	2218
2340	3147
2341	2842
2343	3181
2344	3031
2345	2867
2346	2167
2347	2808
2348	2834
2349	2461
2350	3099
2351	2214
2352	3090
2353	2597
2354	2801
2355	2420
2356	2956
2357	2246
2358	2663
2360	3160
2361	3172
2362	2733
2363	2463
2364	2291
2365	3162
2366	2855
2367	3015
2368	2703
2369	2265
2370	3137
2371	3028
2372	2324
2373	2285
2374	2170
2375	2392
2376	2837
2377	2654
2378	3221
2379	3109
2380	3096
2381	3143
2382	2509
2383	3070
2385	2538
2386	3130
2387	2438
2388	2821
2389	2165
2390	3152
2391	3125
2392	3006
2394	2302
2395	2301
2396	3107
2397	3206
2398	2356
2399	2544
2401	2684
2402	2267
2403	3054
2404	3138
2405	2458
2406	2812
2407	2369
2408	2776
2409	2813
2410	2698
2411	2637
2412	2344
2413	2444
2414	2613
2415	2482
2416	2771
2417	2342
2418	2785
2419	2939
2420	2491
2421	2589
2422	3146
2423	2817
2424	2852
2425	2998
2426	2627
2427	3010
2428	3184
2429	2854
2430	3205
2431	2875
2432	2270
2433	2409
2434	2603
2435	2424
2436	2897
2437	2545
2438	2619
2439	2869
2440	2666
2441	2382
2442	2975
2443	2262
2444	2467
2445	2446
2446	3029
2447	2308
2448	2306
2449	2169
2450	2171
2451	2885
2452	3008
2453	2647
2455	2320
2456	2961
2458	2488
2459	2696
2460	2335
2461	2599
2462	2726
2463	2222
2464	2836
2465	2359
2466	2206
2467	2777
2468	3032
2469	2783
2470	2607
2471	2248
2472	2879
2473	2601
2474	2337
2475	2332
2476	2434
2477	2576
2478	3049
2479	2902
2480	2447
2481	2925
2482	3007
2483	2770
2484	2287
2485	2570
2486	2596
2487	2715
2489	2711
2490	2615
2491	2296
2492	2319
2493	2887
2494	3140
2495	2535
2497	2562
2498	3041
2499	2587
2500	2188
2501	2506
2502	2689
2503	2349
2504	2605
2505	2724
2506	2220
2507	2204
2508	3219
2509	2286
2510	3183
2511	3030
2512	2543
2513	2556
2515	2503
2516	2660
2517	2318
2518	2886
2519	2559
2520	2243
2521	2632
2522	2934
2523	2547
2524	3170
2525	2965
2526	2245
2527	2831
2528	2441
2529	2692
2530	2906
2531	2676
2532	2898
2533	2894
2534	3207
2535	2423
2536	2422
2537	2866
2538	2635
2539	2611
2540	2823
2541	2197
2542	2216
2543	2849
2544	2268
2545	3195
2546	2707
2547	2468
2548	3057
2549	2179
2550	3157
2551	2667
2552	2355
2553	2394
2554	2805
2555	2954
2556	2967
2558	2269
2559	3020
2560	3150
2561	3139
2562	2367
2563	2568
2564	2205
2565	2796
2566	2987
2567	2421
2568	2753
2569	2960
2570	2584
2571	3080
2572	2702
2573	2685
2574	3022
2575	2950
2576	2338
2577	2309
2578	2299
2579	3065
2580	2194
2581	2717
2582	2380
2583	2487
2585	2958
2586	2172
2588	2410
2589	2614
2590	3085
2591	3149
2592	2548
2593	2229
2594	2687
2595	3156
2596	2450
2597	3202
2598	3179
2599	3050
2600	2348
2601	2688
2602	2477
2603	3209
2604	2951
2605	2336
2606	2372
2607	3013
2608	2941
2609	2226
2610	2745
2611	3082
2612	2475
2613	2195
2614	2731
2615	2604
2616	2500
2617	3023
2618	2710
2619	2606
2620	2307
2621	2213
2622	2350
2623	2470
2624	2948
2625	2313
2626	2877
2627	2630
2628	2217
2629	2656
2630	2602
2631	2995
2632	2414
2633	3159
2634	2530
2635	2944
2636	2314
2637	2850
2638	3201
2639	2391
2640	2841
2641	2325
2642	2970
2643	2566
2644	2678
2645	2782
2646	2923
2647	2824
2648	2937
2649	2888
2650	3108
2651	2794
2652	2323
2653	2890
2654	2181
2655	2157
2656	2905
2657	3167
2658	3026
2659	2254
2660	3059
2661	2290
2662	3037
2664	2550
2665	3217
2666	2779
2667	2453
2668	2186
2669	2360
2670	2512
2671	2701
2672	2640
2673	2513
2674	3190
2675	2582
2676	2401
2677	3189
2678	3025
2679	3117
2680	2820
2681	3225
2682	2665
2683	2442
2684	2182
2685	2628
2686	2903
2687	2913
2689	2368
2690	2236
2691	3092
2692	2659
2694	3123
2695	2387
2696	2946
2697	2221
2698	3129
2699	2780
2700	2574
2701	2874
2702	2737
2703	2681
2704	2540
2705	2742
2707	2166
2708	2152
2709	2454
2710	2256
2711	2210
2712	3127
2713	2670
2714	2644
2715	2761
2716	2330
2717	3012
2718	2321
2719	2835
2720	3077
2721	2752
2722	3011
2723	2553
2724	2922
2725	2431
2726	2317
2727	2920
2728	2880
2729	2203
2730	3068
2731	3094
2733	2871
2734	2234
2735	2876
2736	3223
2737	2895
2738	2788
2739	2235
2740	2682
2741	3042
2742	2230
2744	2456
2745	3047
2746	2993
2747	2363
2748	2564
2749	2736
2750	2334
2751	2490
2752	2747
2753	2662
2754	2716
2755	2404
2756	2504
2757	3187
2758	3084
2759	3019
2760	2978
2761	2343
2762	2575
2763	2227
2764	3060
2765	2590
2766	3164
2767	2579
2768	2931
2770	2577
2771	2618
2772	2997
2773	3173
2774	2473
2775	2609
2777	3079
2778	2979
2779	2554
2780	2896
2781	2389
2782	2173
2783	2275
2784	3204
2785	2571
2786	2705
2787	2192
2788	3073
2789	3198
2790	2223
2791	2333
2792	2211
2793	2786
2794	2351
2795	3153
2796	2573
2798	2407
2799	2452
2800	2677
2801	2347
2802	2532
2803	2760
2804	3222
2805	2638
2806	3009
2807	2706
2808	2844
2810	2781
2812	2399
2813	3154
2814	2679
2815	2484
2816	3100
2817	2935
2818	3112
2819	3216
2820	2345
2821	3111
2822	2494
2823	3197
2824	2722
2825	2773
2826	3180
2827	2943
2828	2778
2829	2594
2830	2988
2831	2366
2832	2797
2833	2418
2834	2829
2835	3142
2836	2244
2837	2284
2838	2617
2839	3218
2840	2806
2841	2228
2842	2840
2843	2193
2844	2555
2845	2856
2846	2581
2847	2154
2848	2311
2849	2718
2850	2528
2851	2237
2852	2723
2853	2767
2854	2196
2855	3119
2856	2239
2857	2621
2858	2827
2860	2971
2861	2209
2862	3220
2863	2822
2864	3213
2865	2769
2866	2622
2867	2189
2868	2289
2869	2261
2870	2224
2871	2274
2872	2464
2873	2586
2874	3062
2875	2489
2876	3061
2877	3118
2878	2439
2879	2578
2880	2904
2881	2592
2882	2625
2883	2514
2884	2518
2885	2933
2886	2187
2887	2861
2889	2928
2890	2501
2891	2281
2892	3145
2893	2741
2894	2882
2895	2536
2896	2986
2897	2483
2898	2784
2899	2331
2900	2249
2901	2860
2903	3155
2904	2419
2905	2714
2906	2815
2907	2819
2908	2449
2909	3186
2910	2846
2911	2968
2912	2658
2913	2884
2914	2910
2916	2364
2917	3018
2918	2405
2919	2231
2920	2945
2921	3048
2922	2729
2923	3058
2924	2959
2926	2593
2927	3122
2928	2763
2929	2953
2930	2901
2931	2282
2932	2362
2933	2932
2934	3095
2935	2608
2936	2161
2937	3124
2938	3212
2939	2522
2940	3177
2941	2830
2942	2327
2943	3088
2944	2158
2945	2942
2946	2180
2948	3093
2949	3224
2950	2927
2951	2759
2952	2395
2953	2340
2954	2523
2955	2303
2956	3115
2957	2259
2958	2565
2959	2443
2960	3182
2961	3171
2962	2353
2963	2462
2966	2908
2967	3175
2968	2283
2969	2288
2970	3091
2971	3017
2972	3132
2973	2872
2974	2907
2975	2339
2976	2466
2977	2219
2978	2292
2979	2683
2980	2732
2981	2616
2982	2929
2983	2459
2985	2708
2986	2973
2987	3158
2988	2889
2990	2411
2991	2814
2992	2278
2993	2412
2994	2646
2995	2524
2996	3214
2997	2765
2998	2964
3000	2208
3001	2642
3002	2160
3003	2649
3004	3071
3005	3004
3006	2653
3007	2508
3008	2527
3009	2233
3010	2598
3011	3228
3012	3086
3013	2802
3014	2740
3016	2940
3017	3076
3018	2258
3019	2365
3020	2974
3021	2156
3022	3105
3023	2370
3024	2460
3026	2754
3027	2429
3028	2492
3029	2384
3030	2919
3031	3208
3032	2629
3033	2893
3034	2793
3035	3169
3036	2263
3037	2981
3039	2966
3040	2417
3041	2563
3042	2433
3043	2595
3044	2425
3045	2811
3047	2561
3048	2999
3049	2435
3050	2673
3051	2533
3052	2727
3054	3038
3055	2648
3056	3044
3057	2255
3058	2515
3059	3097
3060	2279
3062	2693
3063	2396
3064	3192
3065	2271
3066	2909
3067	2247
3068	3134
3069	2585
3070	3005
3071	2847
3072	2185
3073	2738
3074	2257
3075	3196
3076	2400
3077	2225
3078	3131
3079	2631
3080	2816
3081	3045
3083	2775
3084	2465
3085	2310
3086	2984
3087	2799
3088	3194
3089	2178
3090	3001
3091	2315
3092	2493
3093	2163
3094	2748
3095	2297
3096	2789
3097	3174
3098	2455
3099	3168
3100	2873
3101	2851
3103	2328
3104	3101
3105	3128
3106	3188
3107	2697
3108	2207
3109	2734
3110	2546
3111	2892
3112	2385
3113	2312
3114	2567
3115	3148
3116	2845
3117	2750
3118	2669
3119	2883
3120	2383
3121	2924
3122	2699
3123	2191
3124	2304
3125	2803
3126	2680
3127	3098
3128	3046
3129	2273
3130	2828
3131	3081
3132	2695
3133	2516
3135	2712
3136	2471
3137	2900
3138	2498
3139	2199
3140	2912
3141	2520
3142	2357
3143	2758
3144	2588
3145	2430
3146	2472
3147	2825
3148	2428
3149	2989
3150	3144
3151	2591
3152	3113
3153	2947
3154	2174
3155	2551
3156	2686
3157	2624
3158	2557
3159	3067
3160	3051
3161	2810
3162	2341
3163	3200
3164	3074
3165	3136
3166	2445
3167	2818
3168	2982
3169	2955
3170	2534
3172	2749
3173	2774
3174	2517
3175	3133
3176	2612
3177	2437
3178	2870
3180	2511
3181	2756
3182	2373
3183	2240
3184	3166
3185	2865
3186	2690
3187	2432
3188	2853
3189	2215
3190	2388
3191	2361
3192	2743
3193	2496
3194	2572
3195	2996
3196	3066
3197	3002
3198	3039
3199	3034
3200	3036
3201	2198
3202	2558
3203	2858
3204	2175
3205	3087
3207	2652
3208	3178
3209	2478
3210	2952
3211	3003
3212	2864
3213	2183
3214	2295
3215	3191
3216	2807
3217	2378
3218	2914
3219	2881
3220	2272
3221	2552
3222	2972
3223	2766
3225	2485
3226	3210
3227	2795
3228	2661
